index,title,ingredients,directions
37,elegant-deviled-eggs,"['12 hard-boiled eggs, peeled', '3/4 cup mayonnaise', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', 'Fresh cilantro leaves, chopped', ""6 tablespoons Dickinson's\xc2\xae Sweet 'n' Hot Pepper & Onion Relish"", ""6 tablespoons Dickinson's\xc2\xae Cranberry Relish""]","Slice eggs in half and remove yolks. Mash yolks with fork in medium bowl. Add mayonnaise, salt and pepper. Blend well. Fill egg whites with yolk mixture. Top half the eggs with Pepper and Onion Relish and half with Cranberry Relish. Chill before serving. Garnish with cilantro, if desired. "
38,dragon-eggs,"['6 eggs', '1/4 cup soy sauce', '2 tablespoons molasses', '2 teaspoons salt', '8 tea bags', 'Filling:', '1/3 cup mayonnaise', '2 tablespoons minced red bell pepper', 'salt and ground black pepper to taste', '1 cup salsa']","Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Drain hot water and fill saucepan with cold water; allow eggs to sit until cooled, 15 to 20 minutes. Drain water. Gently tap or roll eggs on the counter so the shell is cracked but still intact. Return eggs to saucepan and pour in enough water to cover eggs; add soy sauce, molasses, salt, and tea bags. Bring to a boil, reduce heat, and simmer until eggs have absorbed color, about 30 minutes. Remove saucepan from heat and leave eggs in water to cool to room temperature. Peel eggs and trim bottom of each egg so it will stand upright. Cut each egg lengthwise and scoop yolks into a bowl. Mix mayonnaise, red bell pepper, salt, and pepper into egg yolks until evenly combined. Spoon yolk mixture back into egg whites; smooth filling to be level with egg white. Put each egg back together. Pour salsa onto a plate and assemble eggs upright into the salsa. "
39,pens-deviled-deviled-eggs,"['12 eggs', '1 (4.5 ounce) can deviled ham', '1 tablespoon spicy brown mustard', '1/4 cup mayonnaise', '1 pinch black pepper', '24 slices black olives', 'Paprika for sprinkling']","Place egg in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. Cut eggs in half lengthwise, place the yolks into a mixing bowl, and set the whites aside. Mash the yolks with the deviled ham, mustard, mayonnaise, and black pepper. Spoon or pipe filling into egg white halves. Garnish each deviled egg with an olive slice, then sprinkle with paprika. "
40,fresh-herb-deviled-eggs,"['2 teaspoons chopped fresh thyme', '1 teaspoon chopped fresh sage', '1 teaspoon chopped fresh oregano', '1/2 teaspoon chopped fresh rosemary', '1/4 teaspoon garlic salt', '1/8 teaspoon salt', '1 tablespoon vinegar', '12 hard-boiled eggs, peeled and halved', '4 teaspoons finely chopped fresh chives', '1/2 teaspoon ground black pepper', '1/4 cup mayonnaise', '2 tablespoons sour cream', '1 tablespoon mustard', '2 teaspoons granular sucralose sweetener (such as Splenda\xc2\xae)']","Muddle thyme, sage, oregano, rosemary, garlic salt, and salt together with a mortar and pestle. Pour vinegar into mortar bowl and swirl around to mix with herbs. Scoop egg yolks from eggs and transfer to a bowl; mash egg yolks using a fork until texture is very fine. Stir chives and black pepper into mashed egg yolks. Pour vinegar-herb mixture into egg yolks and mix well. Mix mayonnaise, sour cream, mustard, and sucralose sweetener into egg yolk mixture until smooth. Spoon egg yolk mixture into egg whites using a teaspoon. "
41,deviled-eggs-with-dill-and-prosciutto,"['12 eggs', '3/4 cup chopped fresh dill', '1/2 cup mayonnaise', '1/4 cup Dijon mustard', '2 thin slices prosciutto, or as needed', 'ground black pepper to taste', '24 slices cucumber', '1 pinch paprika, or as desired']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Cut each egg in half lengthwise; place egg yolks in a bowl. Mash yolks with a fork; stir in dill, mayonnaise, and Dijon mustard. Place egg whites cut-side-up on a serving platter. Cut each prosciutto slice into 6 pieces; lay one piece into each egg white half. Fill egg whites with yolk mixture; sprinkle with black pepper, top with a cucumber slice, and sprinkle with paprika. Refrigerate, covered, for 30 minutes before serving. "
42,ranch-style-deviled-eggs,"['6 eggs', '1/4 cup mayonnaise', '1 teaspoon ground black pepper', '1 teaspoon ranch dressing mix', '1 teaspoon prepared yellow mustard', '1 pinch paprika, for garnish']","Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel. Cut the eggs in half lengthwise and carefully remove the yolks to a bowl. Mash the yolks with the mayonnaise and mustard and season with pepper and ranch dressing mix, blending until smooth. Spoon the mixture into the egg white halves and garnish with a sprinkle of paprika. "
43,special-deviled-eggs,"['6 eggs', '1/4 cup mayonnaise', '2 tablespoons finely chopped onion', '3 tablespoons sweet pickle relish', '1 tablespoon prepared horseradish', '1 tablespoon prepared mustard', 'paprika, for garnish', 'salt and pepper to taste']","Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and cut lengthwise. Remove yolks from eggs. In a medium bowl, mash the yolks and mix together with mayonnaise, onion, sweet pickle relish, horseradish and mustard. With a fork or pastry bag, fill the egg halves with the yolk mixture. Garnish with paprika, salt and pepper. Chill until serving. "
44,shrimp-and-dill-deviled-eggs,"['6 eggs', '1/4 cup mayonnaise', '1 (4.5 ounce) can shrimp, rinsed and drained', '2 tablespoons chopped green onions', '1 tablespoon chopped fresh dill weed', '1 tablespoon lime juice', '2 teaspoons prepared Dijon-style mustard', '1/4 teaspoon hot pepper sauce', '1 pinch ground black pepper', 'fresh dill weed']","Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel. Slice eggs in half lengthwise. Remove yolks. Set aside whites. In a medium bowl, mash egg yolks with a fork. Mix together with mayonnaise, shrimp, green onions, fresh dill weed, lime juice, prepared Dijon-style mustard, hot pepper sauce and ground black pepper. Spoon approximately 1 tablespoon egg yolk mixture into each egg white. Garnish with fresh dill weed. Chill in the refrigerator until serving. "
45,mother-in-law-eggs,"['6 eggs', '2 tablespoons mayonnaise', ""1 tablespoon spicy brown mustard (such as Gulden's\xc2\xae)"", '1 teaspoon hot mustard (such as Sweet Hot Mister Mustard\xc2\xae)', '1 teaspoon white sugar', 'salt and pepper to taste', 'paprika for garnish', '6 pimento-stuffed green olives, cut in half']","Place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Remove from the heat and let the eggs stand in the hot water for 15 minutes. Drain. Cool the eggs under cold running water. Peel once cold. Halve the eggs lengthwise and scoop the yolks into a bowl. Mash the yolks with a fork. Stir the mayonnaise, spicy brown mustard, hot mustard, sugar, salt, and pepper into the yolks until well combined. Spoon into a quart-size, resealable plastic bag. Snip a corner off the plastic bag. Squeeze the yolk mixture into the egg halves, sprinkle each stuffed egg with paprika, and top with an olive half. "
46,st-patricks-day-deviled-eggs,"['12 eggs', 'green egg dye', '1/4 cup mayonnaise', '2 small stalks celery from the heart, minced', '2 drops green food coloring, or as desired', '24 small fresh parsley leaves']","Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in the hot water for 15 minutes. Remove from hot water and chill at least 30 minutes in a bowl of cold water or in the refrigerator, until eggs are cold. Prepare egg dye according to package directions in a large metal or glass bowl. Gently crack eggs but do not remove shells so that the egg dye can reach the egg whites. Place the cracked hard-cooked eggs into the dye, working in batches if necessary, until dye seeps through the cracks and colors the eggs slightly, about 5 minutes per batch. Rinse eggs and peel to expose the green marbled color; slice eggs in half lengthwise. Scoop egg yolks into a bowl and mash with a fork and mix in the mayonnaise and celery; stir green food coloring into the yolk mixture. Spoon the yolk mixture into the egg halves; top each egg half with a parsley leaf. "
47,creamy-deviled-eggs,"['12 eggs', '1/3 cup Ranch-style salad dressing', '1/2 (8 ounce) package cream cheese, softened', '1/2 cup chopped onion', '1 dill pickle, finely chopped']","Place eggs in a large saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel. Slice eggs in half lengthwise and remove yolks. Place yolks in a medium bowl. Mash together with ranch-style salad dressing. Mix in the cream cheese, then the onion and dill pickle. Fill the hollowed egg whites generously with the egg yolk mixture. Chill in the refrigerator until serving. "
48,tuna-stuffed-deviled-eggs,"['6 eggs', '1 (4.5 ounce) can tuna, drained and flaked', '2 teaspoons sweet pickle relish, drained', '1 teaspoon mustard', '1/4 teaspoon white sugar', '1/8 teaspoon onion powder', '2 1/2 tablespoons mayonnaise, or as needed', 'salt and pepper to taste', '1 pinch paprika, or as desired']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Cut eggs in half lengthwise; place yolks in a small bowl. Mash egg yolks with a fork; stir in tuna, pickle relish, mustard, sugar, and onion powder. Stir mayonnaise into tuna mixture until mixture is creamy but remains firm; season with salt and pepper. Place egg whites cut-side-up on a serving platter. Spoon tuna mixture into egg white halves; sprinkle with paprika. "
49,fully-loaded-deviled-eggs,"['12 eggs', '1 teaspoon vegetable oil', '1 small onion, chopped', '1/4 cup sour cream', '2 tablespoons mayonnaise', '1 tablespoon ranch dressing, or to taste', '1 1/2 teaspoons Dijon mustard', '1/2 teaspoon garlic powder', '1/2 pinch onion powder', '1/8 teaspoon lemon pepper seasoning', '1 tablespoon bacon bits, or to taste', '1 cup finely shredded sharp Cheddar cheese', '1/4 teaspoon paprika, or as needed']","Place eggs into a large pot and cover with lightly salted water. Bring to a boil and reduce heat to medium; boil eggs for 10 to 12 minutes. Drain the boiling water and fill pot with cold water. After 2 to 3 minutes, pour off water and replace with more cold water. Repeat until eggs are fully chilled, 10 to 15 minutes. Peel eggs. Heat vegetable oil in a small skillet over medium heat and cook and stir onion until translucent, about 5 minutes. Remove from heat and let cool. Slice eggs in half lengthwise and scoop yolks into a bowl; transfer egg white halves to a plate. Mash egg yolks with a fork; stir in sour cream, mayonnaise, ranch dressing, Dijon mustard, garlic powder, onion powder, and lemon pepper seasoning until yolk mixture is smooth. Stir in bacon bits and Cheddar cheese. Generously fill egg halves with filling and sprinkle each deviled egg with paprika. Refrigerate until chilled before serving. "
50,spicy-bacon-deviled-eggs,"['12 eggs', '4 slices bacon', '1/2 cup mayonnaise', '2 tablespoons finely shredded Cheddar cheese', '1 tablespoon spicy mustard', '1 tablespoon wasabi paste']","Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Slice eggs in half lengthwise. Remove yolks to a small bowl and mash; reserve hollow egg whites. Fry bacon in a large skillet over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels and crumble. Reserve a small amount of bacon and Cheddar cheese in separate bowls; stir remainder into mashed egg yolks with mayonnaise. Stir in mustard and wasabi. Fill egg whites with a heaping spoonful of the yolk mixture. Sprinkle with reserved bacon and Cheddar cheese before serving. "
